0
72
76
79
84
71
74
86
73
77
81
88
75
83
90
91
67
64
89
60
82
62
70
69
78
80
85
68
66
56
57
65
55
59
52
53
58
61
63
48
45
50
93
54
92
95
96
51
87
94
49
46
43
